title,text
Darlanne Fluegel,The Eyes of Laura Mars
Darlanne Fluegel,Once Upon a Time in America
Darlanne Fluegel,Border Heat
Darlanne Fluegel,Pet Sematary Two
Darlanne Fluegel,Breaking Point
Darlanne Fluegel,Darkman III: Die Darkman Die
Francisco Sanz,Hands of a Gunfighter
Francisco Sanz,"Django Kill...If You Live, Shoot"
Francisco Sanz,Face to Face
Francisco Sanz,Light the Fuse...Sartana Is Coming
Francisco Sanz,"A Reason to Live, a Reason to Die"
Francisco Sanz,Return of the Blind Dead
Andrew Garfield,Never Let Me Go
Andrew Garfield,Hacksaw Ridge
Andrew Garfield,Silence
Andrew Garfield,Breathe
Andrew Garfield,Red Riding: In The Year of Our Lord 1974
William Hickey,Wise Blood
William Hickey,A Stranger Is Watching
William Hickey,Puppet Master
William Hickey,Tales from the Darkside: The Movie
William Hickey,The Maddening
William Hickey,Mouse Hunt
Bob Minor,The Deep
Bob Minor,Forced Vengeance
Bob Minor,Commando
Bob Minor,Action Jackson
Bob Minor,L.A Bounty
Bob Minor,Innocent Blood
Isaiah Washington,Out of Sight
Isaiah Washington,Ghost Ship
Isaiah Washington,Hollywood Homicide
Isaiah Washington,Dead Birds
Isaiah Washington,Trois 3: The Escort
Glynn Turman,Gremlins
Glynn Turman,Deep Cover
Glynn Turman,Sahara
Glynn Turman,Super 8
Glynn Turman,John Dies at the End
Glynn Turman,Ma Rainey's Black Bottom
Kanjûrô Arashi,Abashiri Prison 3
Kanjûrô Arashi,Blood of Revenge
Kanjûrô Arashi,A Colt is my Passport
Kanjûrô Arashi,Red Peony Gambler 3: The Flower Card Game
Kanjûrô Arashi,Zatoichi Meets Yojimbo
Kanjûrô Arashi,Female Yakuza Tale: Inquistion and Torture
Stephen Moyer,88 Minutes
Stephen Moyer,Open House
Stephen Moyer,The Double
Stephen Moyer,Priest
Stephen Moyer,The Barrens
Stephen Moyer,Godzilla: King of the Monsters
Allison Hayes,Gunslinger
David Brian,The Damned Don't Cry
David Brian,Fort Worth
David Brian,Springfield Rifle
David Brian,The Woman is Dangerous
David Brian,Ambush At Tomahawk Gap
David Brian,Dawn at Socorro
Adolphe Menjou,Forbidden
Shima Iwashita,Harakiri
Shima Iwashita,Sword of the Beast
Shima Iwashita,Double Suicide
Shima Iwashita,Red Lion
Shima Iwashita,Samurai VS Bandit Squadron
Shima Iwashita,Onimasa: The Japanese Godfather
Victor Lanoux,Deux hommes dans la ville
Victor Lanoux,Folle à tuer
Victor Lanoux,Adieu poulet
Victor Lanoux,Une sale affaire
Victor Lanoux,Dog Day
Victor Lanoux,Les Grandes Bouches
John Pyper-Ferguson,Bird on a Wire
John Pyper-Ferguson,The Road Killers
John Pyper-Ferguson,Drive
John Pyper-Ferguson,McHale's Navy
John Pyper-Ferguson,Cabin Pressure
John Pyper-Ferguson,Wolves
Graham Chapman,And Now for Something Completely Different
Graham Chapman,Monty Python and the Holy Grail
Graham Chapman,The Odd Job
Graham Chapman,Monty Python's Life of Brian
Graham Chapman,Monty Python's The Meaning of Life
Graham Chapman,Yellowbeard
Soon-Tek Oh,Murderers' Row
Soon-Tek Oh,Good Guys Wear Black
Soon-Tek Oh,The Final Countdown
Soon-Tek Oh,Missing in Action 2: The Beginning
Soon-Tek Oh,Death Wish 4: The Crackdown
Soon-Tek Oh,Steele Justice
Kelly McGillis,Made in Heaven
Kelly McGillis,Grand Isle
Kelly McGillis,The Settlement
Kelly McGillis,Supergator
Kelly McGillis,Stake Land
Barbara Hershey,A Man Called Intrepid
Barbara Hershey,The Natural
Barbara Hershey,Beaches
Barbara Hershey,The Last Temptation of Christ
Barbara Hershey,Lantana
Barbara Hershey,Stephen King's Riding the Bullet
Randall Duk Kim,The Replacement Killers
Randall Duk Kim,Anna and the King
Randall Duk Kim,The Matrix Reloaded
Randall Duk Kim,Kung Fu Panda
Randall Duk Kim,Ninja Assassin
Randall Duk Kim,Dragonball: Evolution
Beau Knapp,No One Lives
Beau Knapp,The Signal
Beau Knapp,Run All Night
Beau Knapp,The Nice Guys
Beau Knapp,Death Wish
Beau Knapp,Black & Blue
Hugh Quarshie,The Dogs of War
Hugh Quarshie,Highlander
Hugh Quarshie,Nightbreed
Hugh Quarshie,Wing Commander
Hugh Quarshie,Fantastic Beasts: The Crimes of Grindelwald
Giovanni Lombardo Radice,Cannibal Apocalypse
Giovanni Lombardo Radice,City of the Living Dead
Giovanni Lombardo Radice,Cannibal Ferox
Giovanni Lombardo Radice,Stagefright
Giovanni Lombardo Radice,The Sect
Ann Harding,East Lynne
Ann Harding,Peter Ibbetson
Gene Simmons,Runaway
Gene Simmons,Never Too Young to Die
Gene Simmons,Trick or Treat
Gene Simmons,Wanted: Dead or Alive
Gene Simmons,Red Surf
Gene Simmons,Wish You Were Dead
Mariah Johnson,Deceptors
Mariah Johnson,Skeleton Key
Mariah Johnson,Darken
Mariah Johnson,Alucard
Mariah Johnson,"Skeleton Key 2: 667, Neighbor of the Beast"
Mariah Johnson,Shot Your Load
Roy Jenson,Big Jake
Roy Jenson,The Getaway
Roy Jenson,Breakheart Pass
Roy Jenson,The Car
Roy Jenson,Red Dawn
Henry Daniell,Madame X
Henry Daniell,The Sea Hawk
Henry Daniell,The Suspect
Henry Daniell,The Body Snatcher
Henry Daniell,The Woman in Green
Henry Daniell,The Four Skulls of Jonathan Drake
Ed Begley,Boomerang!
Ed Begley,Tulsa
Ed Begley,Dark City
Ed Begley,Odds Against Tomorrow
Ed Begley,Billion Dollar Brain
Ed Begley,Hang 'Em High
William Atherton,The Sugarland Express
William Atherton,The Hindenburg
William Atherton,The Crow: Salvation
William Atherton,Headspace
William Atherton,The Kane Files: Life of Trial
William Atherton,Tim & Eric's Billion Dollar Movie
Terry Crews,The 6th Day
Terry Crews,Balls of Fury
Terry Crews,Street Kings
Terry Crews,Gamer
Terry Crews,Terminator Salvation
Terry Crews,Deadpool 2
Eddie Izzard,The Avengers
Eddie Izzard,Mystery Men
Eddie Izzard,Revengers Tragedy
Eddie Izzard,Valkyrie
Eddie Izzard,Renegade / Blueberry
Eddie Izzard,Get Duked!
Will Forte,Extra Ordinary
Mia Kirshner,The Crow: City of Angels
Mia Kirshner,Out of the Cold
Mia Kirshner,The Black Dahlia
Mia Kirshner,30 Days of Night: Dark Days
Mia Kirshner,388 Arletta Avenue
Alexis Arquette,Last Exit to Brooklyn
Alexis Arquette,Pulp Fiction
Alexis Arquette,Sometimes They Come Back...Again
Alexis Arquette,Bride of Chucky
Alexis Arquette,Love Kills
Alexis Arquette,Tomorrow by Midnight
Laura Dern,October Sky
Laura Dern,Inland Empire
Laura Dern,Wild
Laura Dern,The Founder
Laura Dern,Star Wars Episode VIII: The Last Jedi
Rocco Lerro,The Brute and the Beast
Rocco Lerro,The Great Silence
Rocco Lerro,"Have a Good Funeral, My Friend...Sartana Will Pay"
Rocco Lerro,Atlantis Interceptors
Arthur Hunnicutt,Lust for Gold
Arthur Hunnicutt,The Last Command
Arthur Hunnicutt,The Tall T
Arthur Hunnicutt,Apache Uprising
Arthur Hunnicutt,The Revengers
Arthur Hunnicutt,The Spikes Gang
Steve James,The Land That Time Forgot
Steve James,The Exterminator
Steve James,Vigilante
Steve James,To Live and Die in L.A.
Steve James,Avenging Force
Steve James,Hero and the Terror
Jack Kelly,Commandos
Jack Kelly,Young Billy Young
Sarah Michelle Gellar,I Know What You Did Last Summer
Sarah Michelle Gellar,Scream 2
Sarah Michelle Gellar,Small Soldiers
Sarah Michelle Gellar,Scooby Doo
Sarah Michelle Gellar,The Grudge 2
Sarah Michelle Gellar,Southland Tales
Oskar Homolka,Sabotage
Sonya Salomaa,House of the Dead
Sonya Salomaa,A Lover's Revenge
Sonya Salomaa,The Tooth Fairy
Sonya Salomaa,Malibu Shark Attack
Sonya Salomaa,Watchmen
Sonya Salomaa,Secrets of Eden
James Franciscus,The Valley Of Gwangi
James Franciscus,Beneath the Planet of the Apes
James Franciscus,Good Guys Wear Black
James Franciscus,The
James Franciscus,Killer Fish
James Franciscus,When Time Ran Out
Tobin Bell,The Firm
Tobin Bell,Best of the Best 4: Without Warning
Tobin Bell,Saw III
Tobin Bell,Boogeyman 2
Tobin Bell,Decoys 2: Alien Seduction
Robert Hundar,Legion Of The Damned
Robert Hundar,Sabata
Robert Hundar,Cut-Throats Nine 
Robert Hundar,Shanghai Joe
Robert Hundar,Free Hand for a Tough Cop
Robert Hundar,"The Cynic, the Rat & the Fist"
Owen Wilson,Night at the Museum: Secret of the Tomb
Angelina Jolie,Beyond Borders
Angelina Jolie,Alexander
Angelina Jolie,Beowulf
Angelina Jolie,Wanted
Angelina Jolie,Maleficent: Mistress of Evil
Don Cheadle,Colors
Don Cheadle,Out of Sight
Don Cheadle,After the Sunset
Don Cheadle,Brooklyn's Finest
Don Cheadle,Space Jam: A New Legacy
Carl Weathers,Bucktown
Carl Weathers,Friday Foster
Carl Weathers,Death Hunt
Carl Weathers,Rocky IV
Carl Weathers,Predator
Carl Weathers,Happy Gilmore
Jonah Hill,Superbad
Jonah Hill,Walk Hard: The Dewey Cox Story
Jonah Hill,Django Unchained
Jonah Hill,This is the End
Jonah Hill,Sausage Party
Jonah Hill,"Don't Worry, He Won't Get Far on Foot"
Curd Jürgens,OSS 117: Murder for Sale
Curd Jürgens,The Assassination Bureau Limited
Curd Jürgens,The Spy Who Loved Me
Natasha Henstridge,Species
Natasha Henstridge,Standoff
Natasha Henstridge,A Better Way to Die
Natasha Henstridge,Species III
Natasha Henstridge,Deception
Natasha Henstridge,Inconceivable
Rebecca De Mornay,The Hand That Rocks the Cradle
Rebecca De Mornay,The Three Musketeers
Rebecca De Mornay,The Winner
Rebecca De Mornay,Identity
Rebecca De Mornay,Apartment 1303 3D
Rebecca De Mornay,I Am Wrath
Vondie Curtis-Hall,Die Hard 2: Die Harder
Vondie Curtis-Hall,Broken Arrow
Vondie Curtis-Hall,Eve's Bayou
Vondie Curtis-Hall,Turn it Up
Sonia Viviani,A Man Called Magnum
Sonia Viviani,Women's Camp 119
Sonia Viviani,From Corleone to Brooklyn
Sonia Viviani,Hostages!
Sonia Viviani,Nightmare City
Sonia Viviani,Hercules II
Michael Nyqvist,Next Door
Michael Nyqvist,Abduction
Michael Nyqvist,Mission: Impossible - Ghost Protocol
Michael Nyqvist,Europa Report
Michael Nyqvist,John Wick
Michael Nyqvist,Colonia
Carlo Gaddi,"$100,000 For a Killing"
Carlo Gaddi,Pecos Cleans Up
Carlo Gaddi,Requieum for a Gringo
Carlo Gaddi,Django the Bastard
Carlo Gaddi,Sartana's Here...Trade Your Pistol for a Coffin
Carlo Gaddi,Crime Boss
Kate Beckinsale,Haunted
Kate Beckinsale,The Aviator
Kate Beckinsale,Van Helsing
Kate Beckinsale,Snow Angels
Kate Beckinsale,Total Recall
Kate Beckinsale,Underworld: Blood Wars
Kristen Stewart,Seberg
Nick Alachiotis,Direct Action
Nick Alachiotis,Land of the Dead
Nick Alachiotis,16 Blocks
Nick Alachiotis,Diary of the Dead
Nick Alachiotis,Traitor
Nick Alachiotis,Erased
William Lee Scott,The Opposite of Sex
William Lee Scott,Pearl Harbor
William Lee Scott,Identity
William Lee Scott,The Butterfly Effect
William Lee Scott,Farm House
William Lee Scott,Nine Dead
Luis Induni,Hands of a Gunfighter
Luis Induni,Legion Of The Damned
Luis Induni,"Have a Good Funeral, My Friend...Sartana Will Pay"
Luis Induni,Light the Fuse...Sartana Is Coming
Luis Induni,Exorcismo
Luis Induni,Night of the Howling Beast
Moussa Maaskri,Les Jeux Sont Faits
Moussa Maaskri,L'immortel
Moussa Maaskri,Comme les 5 doigts de la main
Moussa Maaskri,The Extraordinary Adventures of Adele Blanc-Sec
Moussa Maaskri,The Family
Moussa Maaskri,The Connection
Melanie Leishman,Todd and the Book of Pure Evil: The End of the End
Nicholas Sadler,Mobsters
Nicholas Sadler,The Last Supper
Nicholas Sadler,Idle Hands
Nicholas Sadler,Hellraiser: Inferno
Nicholas Sadler,True Grit
Nicholas Sadler,The Bye Bye Man
Kelly Preston,10 to Midnight
Kelly Preston,52 Pick-Up
Kelly Preston,Double Cross
Kelly Preston,Love Is a Gun
Kelly Preston,Battlefield Earth
Kelly Preston,Death Sentence
Jeanne Tripplehorn,Basic Instinct
Jeanne Tripplehorn,Office Killer
Jeanne Tripplehorn,Very Bad Things
Jeanne Tripplehorn,Steal This Movie!
James Stewart,The Shopworn Angel
James Stewart,Malaya
James Stewart,The Greatest Show on Earth
James Stewart,The Glenn Miller Story
James Stewart,How the West Was Won
James Stewart,Bandolero!
Bo Hopkins,The Wild Bunch
Bo Hopkins,The Getaway
Bo Hopkins,The Killer Elite
Bo Hopkins,A Small Town in Texas
Bo Hopkins,More American Graffiti
Bo Hopkins,Uncle Sam
Margaret Lee,Circus of Fear
Margaret Lee,Double Face
Margaret Lee,Five for Hell
Margaret Lee,Venus in Furs
Margaret Lee,The Bloody Judge
Margaret Lee,The Night of the Assassins
Johnny Hallyday,Point de Chute
Johnny Hallyday,The Pink Panther 2
Shôhei Yamamoto,Sister Street Fighter
Shôhei Yamamoto,Sister Street Fighter: Hanging by a Thread
Shôhei Yamamoto,Violent Streets
Shôhei Yamamoto,The Great Chase
Shôhei Yamamoto,Machine Gun Dragon
Shôhei Yamamoto,Beautiful Girl Hunter
Carla Gugino,The One
Carla Gugino,The Singing Detective
Carla Gugino,Sin City
Carla Gugino,Rise: Blood Hunter
Carla Gugino,The Unborn
Carla Gugino,Gunpowder Milkshake
David Paymer,Night of the Creeps
David Paymer,Heart and Souls
David Paymer,Outside Ozona
David Paymer,Chill Factor
David Paymer,Payback
David Paymer,Bait
Rex Harrison,Blithe Spirit
Rex Harrison,Anna and the King of Siam
Rex Harrison,The Ghost and Mrs. Muir
Rex Harrison,Cleopatra
Rex Harrison,The Agony and the Ecstasy
Rex Harrison,The Honey Pot
Serge Riaboukine,Cible émouvante
Serge Riaboukine,La Tour Montparnasse infernale
Serge Riaboukine,Crimson Rivers II: Angels of the Apocalypse
Serge Riaboukine,Lady Blood
Serge Riaboukine,Sleepless Night
Serge Riaboukine,La Tour 2 contrôle infernale
Saoirse Ronan,The Lovely Bones
Saoirse Ronan,The Way Back
Saoirse Ronan,Byzantium
Saoirse Ronan,The Grand Budapest Hotel
Saoirse Ronan,Mary Queen of Scots
Saoirse Ronan,The French Dispatch
Lucy Liu,Gridlock'd
Lucy Liu,Love Kills
Lucy Liu,Kill Bill: Vol. 1
Lucy Liu,Lucky Number Slevin
Lucy Liu,Rise: Blood Hunter
Lucy Liu,The Man with the Iron Fists
Gale Sondergaard,The Llano Kid
Gale Sondergaard,The Blue Bird
Gale Sondergaard,The Black Cat
Gale Sondergaard,Appointment in Berlin
Gale Sondergaard,The Strange Death of Adolf Hitler
Gale Sondergaard,The Spider Woman Strikes Back
Florinda Bolkan,Investigation of a Citizen Above Suspicion
Adam Williams,The Big Heat
Adam Williams,The Lonely Man
Adam Williams,North by Northwest
Adam Williams,The Last Sunset
Adam Williams,Gunfight At Comanche Creek
Adam Williams,The Glory Guys
Roy Brocksmith,Killer Fish
Roy Brocksmith,Arachnophobia
Roy Brocksmith,Total Recall
Roy Brocksmith,The Road to Wellville
Roy Brocksmith,Almost Dead
Roy Brocksmith,Kull the Conqueror
Larry Hagman,The Cavern
Larry Hagman,The Eagle Has Landed
Larry Hagman,"Mother, Jugs & Speed"
Larry Hagman,The Rhinemann Exchange
Larry Hagman,Last of the Good Guys
Bobby Lee,Pineapple Express
Bobby Lee,MADtv
Bobby Lee,MADtv
Bobby Lee,MADtv
Bobby Lee,MADtv
Bobby Lee,MADtv
Heike Makatsch,Resident Evil
Heike Makatsch,Anatomie 2
Heike Makatsch,A Sound of Thunder
Heike Makatsch,Hilde
Greta Garbo,Flesh and the Devil
Greta Garbo,Love
Greta Garbo,A Woman of Affairs
Greta Garbo,Mata Hari
Greta Garbo,Anna Karenina
Greta Garbo,Camille
Isabel Jewell,A Tale of Two Cities
Isabel Jewell,Valiant Is the Word for Carrie
Isabel Jewell,The Falcon and the Co-Eds
Isabel Jewell,Born to Kill
Isabel Jewell,Belle Starr’s Daughter
Isabel Jewell,Drum Beat
Dong-gun Jang,Friend
Dong-gun Jang,Tae Guk Gi: The Brotherhood of War
Dong-gun Jang,Typhoon
Dong-gun Jang,My Way
Dong-gun Jang,Dangerous Liaisons
Dong-gun Jang,No Tears for the Dead
Yancy Butler,The Hit List
Yancy Butler,The Ex
Yancy Butler,The Last Letter
Yancy Butler,Striking Range
Yancy Butler,Shark Week
Yancy Butler,Kick-Ass 2
Hans von Borsody,The Edgar Wallace Mystery Theatre; Candidate For Murder
Patty McCormack,The Bad Seed
Patty McCormack,The Mini-Skirt Mob
Patty McCormack,The Young Runaways
Patty McCormack,Bug
Patty McCormack,Invitation to Hell
Patty McCormack,Shallow Ground
Shôki Fukae,A Colt is my Passport
Shôki Fukae,Black Dagger
Shôki Fukae,Gangster VIP
Shôki Fukae,Gangster VIP 2
Shôki Fukae,Goro the Assassin
Shôki Fukae,Retaliation
Jerry O'Connell,Scream 2
Jerry O'Connell,Piranha 3D
Jerry O'Connell,Wish Upon
Jerry O'Connell,The Death of Superman
Jerry O'Connell,Satanic Panic
Jerry O'Connell,Justice League Dark: Apokolips War
Rob Corddry,Harold & Kumar Escape from Guantanamo Bay
Rob Corddry,Operation: Endgame
Rob Corddry,Seeking a Friend for the End of the World
Rob Corddry,Warm Bodies
Rob Corddry,Pain & Gain
Rob Corddry,Hot Tub Time Machine 2'
Jeffrey Wright,Basquiat
Jeffrey Wright,Shaft
Jeffrey Wright,The Manchurian Candidate
Jeffrey Wright,A Single Shot
Jeffrey Wright,The Good Dinosaur
Jeffrey Wright,No Time To Die
Kim Novak,The Eddy Duchin Story
Natassia Malthe,Disturbing Behavior
Natassia Malthe,Elektra
Natassia Malthe,Dead & Deader
Natassia Malthe,Skinwalkers
Natassia Malthe,Alone in the Dark 2
Natassia Malthe,Vikingdom
Jack O'Halloran,"Farewell, My Lovely"
Jack O'Halloran,King Kong
Jack O'Halloran,March or Die
Jack O'Halloran,Superman II
Jack O'Halloran,Hero and the Terror
Jack O'Halloran,Mob Boss
Qi Shu,Another Meltdown
Qi Shu,So Close
Qi Shu,Blood Brothers
Qi Shu,Legend of the Fist: Return of Chen Zhen
Qi Shu,Journey to the West: Conquering the Demons
Qi Shu,Shanghai Fortress
John Standing,King Rat
John Standing,The Legacy
John Standing,8 1/2 Women
John Standing,The Calling
John Standing,V for Vendetta
Arturo Dominici,Black Sunday
Arturo Dominici,Messalina
Arturo Dominici,The Story of Joseph and His Brethren
Arturo Dominici,The Trojan Horse
Arturo Dominici,Hercules against Moloch
Rosario Dawson,Alexander
Rosario Dawson,The Devil's Rejects
Rosario Dawson,Killshot
Rosario Dawson,Seven Pounds
Rosario Dawson,Raze
Rosario Dawson,Justice League Dark: Apokolips War
Robert F. Simon,The Black Dakotas
Robert F. Simon,Black Saddle
Robert F. Simon,Johnny Ringo
Robert F. Simon,Peter Gunn
Robert F. Simon,Rawhide
Robert F. Simon,Ellery Queen
Rainn Wilson,House of 1000 Corpses
Rainn Wilson,Monsters vs. Aliens
Rainn Wilson,Shimmer Lake
Rainn Wilson,The Meg
Rainn Wilson,Justice League Dark: Apokolips War
Emilio Messina,If You Meet Sartana...Pray for Your Death
Emilio Messina,Django the Bastard
Emilio Messina,Hang for Django
Emilio Messina,"I Am Sartana, Your Angel of Death"
Emilio Messina,The Specialist
Emilio Messina,The Big Racket
Michael Stuhlbarg,The Grey Zone
Michael Stuhlbarg,A Serious Man
Michael Stuhlbarg,Seven Psychopaths
Michael Stuhlbarg,Cut Bank
Michael Stuhlbarg,Miles Ahead
Michael Stuhlbarg,The Shape of Water
Alan Oppenheimer,Little Big Man
Alan Oppenheimer,Westworld
Alan Oppenheimer,The Hindenburg
Alan Oppenheimer,Macbeth
Alan Oppenheimer,9
Nonso Anozie,The Grey
Nonso Anozie,Jack Ryan: Shadow Recruit
Nonso Anozie,Pan
Nonso Anozie,Game of Thrones
Nonso Anozie,The Bible: Homeland
Nonso Anozie,Dracula: Let There Be Light
Balthazar Getty,Young Guns II
Balthazar Getty,The Pope Must Die
Balthazar Getty,Natural Born Killers
Balthazar Getty,Deuces Wild
Balthazar Getty,The Tripper
Balthazar Getty,Horror
Sheri Moon Zombie,Toolbox Murders
Sheri Moon Zombie,The Devil's Rejects
Sheri Moon Zombie,Halloween
Sheri Moon Zombie,Lords of Salem
Sheri Moon Zombie,31
George Dzundza,No Way Out
George Dzundza,The Beast
George Dzundza,Basic Instinct
George Dzundza,The Limbic Region
George Dzundza,Batman & Mr. Freeze: SubZero
George Dzundza,City by the Sea
Lenore Zann,Murder by Phone
Lenore Zann,American Nightmare
Lenore Zann,Mania
Lenore Zann,Prettykill
Lenore Zann,Cold Sweat
Lenore Zann,Natural Enemy
Emilio Rivera,A Man Apart
Emilio Rivera,Harsh Times
Emilio Rivera,Spider-Man 3
Emilio Rivera,Act of Valour
Emilio Rivera,Avenge the Crows
Emilio Rivera,3 from Hell
Crystal Lowe,Sanctimony
Crystal Lowe,Children of the Corn: Revelation
Crystal Lowe,Insomnia
Crystal Lowe,Black Christmas
Crystal Lowe,Final Destination 3
Crystal Lowe,Wrong Turn 2: Dead End
Eve Mauro,Wicked Lake
Eve Mauro,The Chaos Experiment
Eve Mauro,Zombies vs. Strippers
Eve Mauro,Misogynist
Eve Mauro,Sorority Party Massacre
Eve Mauro,Riot
Annie Girardot,Rocco and His Brothers
Annie Girardot,Vice and Virtue
Annie Girardot,The Ape Woman
Annie Girardot,The Seed of Man
Annie Girardot,Hearth Fires
Annie Girardot,Les Miserables
Bruno Ukmar,The Brute and the Beast
Bruno Ukmar,If You Meet Sartana...Pray for Your Death
Bruno Ukmar,The Great Silence
Bruno Ukmar,Hang for Django
Bruno Ukmar,Sabata
Bruno Ukmar,The Boss
Helen,Woh Kaun Thi?
Helen,Gumnaam
Helen,Teesri Manzil
Helen,Pagla Kahin Ka
Helen,Upaasna
Helen,Don
Eva Green,Arsene Lupin
Eva Green,Casino Royale
Eva Green,Dark Shadows
Eva Green,300: Rise of an Empire
Eva Green,Sin City: A Dame to Kill For
Eva Green,White Bird in a Blizzard
Joseph Mawle,The Awakening
Joseph Mawle,Abraham Lincoln: Vampire Hunter
Joseph Mawle,The Cold Light of Day
Joseph Mawle,Shell
Joseph Mawle,The Hallow
Joseph Mawle,In the Heart of the Sea
Harrison Ford (I),Journey to Shiloh
Harrison Ford (I),The Mosquito Coast
Harrison Ford (I),What Lies Beneath
Harrison Ford (I),Anchorman 2: The Legend Continues
Harrison Ford (I),Star Wars Episode VII: The Force Awakens
Harrison Ford (I),The Call of the Wild
Charlie Hunnam,Abandon
Charlie Hunnam,Cold Mountain
Charlie Hunnam,Green Street
Charlie Hunnam,Children of Men
Charlie Hunnam,The Ledge
Charlie Hunnam,The Lost City of Z
Rory Calhoun,River of No Return
Rory Calhoun,A Ticket To Tomahawk
Rory Calhoun,The Gun Hawk
Rory Calhoun,Hell Comes to Frogtown
Yoshirô Aoki,Eleven Samurai
Yoshirô Aoki,Gangster VIP
Yoshirô Aoki,Black Dagger
Yoshirô Aoki,Shadow Hunters 2: Echo of Destiny
Yoshirô Aoki,The Execution Game
Ethan Suplee,Dogma
Ethan Suplee,Vulgar
Ethan Suplee,Cold Mountain
Ethan Suplee,Breakout
Ethan Suplee,Deepwater Horizon
Ethan Suplee,The Hunt
Sara Malakul Lane,Jurassic City
Sara Malakul Lane,Cowboys_vs_Dinosaurs_
Sara Malakul Lane,Sun Choke
Sara Malakul Lane,Shortwave
Sara Malakul Lane,Death Pool
Sara Malakul Lane,Halloween Pussy Trap Kill Kill
Wes Studi,Dances with Wolves
Wes Studi,The Last of the Mohicans
Wes Studi,Geronimo: An American Legend
Wes Studi,Deep Rising
Wes Studi,Avatar
Kirin Kiki,Izo
Kirin Kiki,Still Walking
Kirin Kiki,Sweat Bean
Kirin Kiki,Shoplifters
Fionnula Flanagan,The Others
Fionnula Flanagan,Tears of the Sun
Fionnula Flanagan,Blessed
Fionnula Flanagan,Four Brothers
Fionnula Flanagan,The Invention of Lying
Fionnula Flanagan,The Guard
Anne Hathaway,Passengers
Anne Hathaway,One Day
Anne Hathaway,Les Miserables
Anne Hathaway,The Last Thing He Wanted
Anne Hathaway,The Witches
Marisa Tomei,Equinox
Marisa Tomei,Happy Accidents
Marisa Tomei,"War, Inc."
Marisa Tomei,Avengers: Infinity War
Marisa Tomei,The First Purge
Marisa Tomei,Spider-Man: No Way Home
Patsy Kensit,Hennessy
Patsy Kensit,Lethal Weapon 2
Patsy Kensit,Kill Cruise
Patsy Kensit,Full Eclipse
Patsy Kensit,Tunnel Vision
Charles Hallahan,The Thing
Charles Hallahan,True Believer
Charles Hallahan,The Fan
Charles Hallahan,Dante's Peak
Charles Hallahan,Wild Palms
Joely Richardson,Shining Through
Joely Richardson,Under Heaven
Joely Richardson,Return to Me
Joely Richardson,The Affair of the Necklace
Joely Richardson,In Darkness
Joely Richardson,Color Out of Space
Ken Curtis,Escort West
Ken Curtis,The Killer Shrews
Ken Curtis,The Alamo
Ken Curtis,Pony Express Rider
Ken Curtis,Gunsmoke
Ken Curtis,Rawhide
Jeff Chase,The Punisher
Jeff Chase,Transporter 2
Jeff Chase,The Mechanic
Jeff Chase,Escape Plan: The Extractors
Jeff Chase,Arkansas
Ronald Colman,The White Sister
Ronald Colman,Beau Geste
Ronald Colman,The Masquerader
Ronald Colman,A Tale of Two Cities
Ronald Colman,The Light That Failed
Ronald Colman,A Double Life
Mario Novelli,"Texas, Adios"
Mario Novelli,Caliber 9
Mario Novelli,Like Rabid Dogs
Mario Novelli,The Scorpion with Two Tails
Mario Novelli,Warriors of the Year 2072
Mario Novelli,Beyond The Door III
Bill Duke,American Gigalo
Bill Duke,Commando
Bill Duke,No Man's Land
Bill Duke,Predator
Bill Duke,Bird on a Wire
Hudson Leick,The Last Hand
Hudson Leick,Chill Factor
Hudson Leick,Cold Heart
Hudson Leick,Shockwave
Hudson Leick,Hallowed Ground
Hudson Leick,Paris Connection
Michael Rennie,The Day the Earth Stood Still
Michael Rennie,Island in the Sun
Michael Rennie,Cyborg 2087
Michael Rennie,Hotel
Michael Rennie,The Power
Michael Rennie,Dracula vs. Frankenstein
Alan Alda,The Mephisto Waltz
Alan Alda,The Glass House
Alan Alda,Whispers in the Dark
Alan Alda,Murder at 1600
Alan Alda,The Aviator
Alan Alda,The Longest Ride
Linden Ashby,Into the Sun
Linden Ashby,Wyatt Earp
Linden Ashby,Shelter
Linden Ashby,Tick Tock
Linden Ashby,Resident Evil: Extinction
Linden Ashby,Hunger
Domhnall Gleeson,Perrier's Bounty
Domhnall Gleeson,Never Let Me Go
Domhnall Gleeson,True Grit
Domhnall Gleeson,Ex Machina
Domhnall Gleeson,The Revenant
Marthe Keller,And Now My Love
Marthe Keller,Marathon Man
Marthe Keller,Black Sunday
Marthe Keller,Bobby Deerfield
Marthe Keller,Chrysalis
Marthe Keller,Cortex
Denver Pyle,The Flying Saucer&nbsp;
Denver Pyle,Seventh Cavalry
Denver Pyle,The Left Handed Gun
Denver Pyle,The Alamo
Denver Pyle,Gunpoint
Denver Pyle,Bandolero!
Kevin Dillon,Platoon
Kevin Dillon,War Party 
Kevin Dillon,No Escape
Kevin Dillon,True Crime
Kevin Dillon,Misbegotten
Kevin Dillon,Poseidon
Kristin Scott Thomas,Richard III
Kristin Scott Thomas,The English Patient
Kristin Scott Thomas,Mission: Impossible
Kristin Scott Thomas,Love Crime
Kristin Scott Thomas,Only God Forgives
Kristin Scott Thomas,Rebecca
Charles Denner,Bluebeard
Charles Denner,Such a Gorgeous Kid Like Me
Charles Denner,And Now My Love
Charles Denner,The Man Who Loved Women
